
-5.000000, 25.000000, -12.300000
-4.900000, 24.010000, -12.014000
-4.800000, 23.040000, -11.728000
-4.700000, 22.090000, -11.442000
-4.600000, 21.160000, -11.156000
-4.500000, 20.250000, -10.870000
-4.400000, 19.360000, -10.584000
-4.300000, 18.490000, -10.298000
-4.200000, 17.640000, -10.012000
-4.100000, 16.810000, -9.726000
-4.000000, 16.000000, -9.440000
-3.900000, 15.210000, -9.154000
-3.800000, 14.440000, -8.868000
-3.700000, 13.690000, -8.582000
-3.600000, 12.960000, -8.296000
-3.500000, 12.250000, -8.010000
-3.400000, 11.560000, -7.724000
-3.300000, 10.890000, -7.438000
-3.200000, 10.240000, -7.152000
-3.100000, 9.610000, -6.866000
-3.000000, 9.000000, -6.580000
-2.900000, 8.410000, -6.294000
-2.800000, 7.840000, -6.008000
-2.700000, 7.290000, -5.722000
-2.600000, 6.760000, -5.436000
-2.500000, 6.250000, -5.150000
-2.400000, 5.760000, -4.864000
-2.300000, 5.290000, -4.578000
-2.200000, 4.840000, -4.292000
-2.100000, 4.410000, -4.006000
-2.000000, 4.000000, -3.720000
-1.900000, 3.610000, -3.434000
-1.800000, 3.240000, -3.148000
-1.700000, 2.890000, -2.862000
-1.600000, 2.560000, -2.576000
-1.500000, 2.250000, -2.290000
-1.400000, 1.960000, -2.004000
-1.300000, 1.690000, -1.718000
-1.200000, 1.440000, -1.432000
-1.100000, 1.210000, -1.146000
-1.000000, 1.000000, -0.860000
-0.900000, 0.810000, -0.574000
-0.800000, 0.640000, -0.288000
-0.700000, 0.490000, -0.002000
-0.600000, 0.360000, 0.284000
-0.500000, 0.250000, 0.570000
-0.400000, 0.160000, 0.856000
-0.300000, 0.090000, 1.142000
-0.200000, 0.040000, 1.428000
-0.100000, 0.010000, 1.714000
-0.000000, 0.000000, 2.000000
0.100000, 0.010000, 2.286000
0.200000, 0.040000, 2.572000
0.300000, 0.090000, 2.858000
0.400000, 0.160000, 3.144000
0.500000, 0.250000, 3.430000
0.600000, 0.360000, 3.716000
0.700000, 0.490000, 4.002000
0.800000, 0.640000, 4.288000
0.900000, 0.810000, 4.574000
1.000000, 1.000000, 4.860000
1.100000, 1.210000, 5.146000
1.200000, 1.440000, 5.432000
1.300000, 1.690000, 5.718000
1.400000, 1.960000, 6.004000
1.500000, 2.250000, 6.290000
1.600000, 2.560000, 6.576000
1.700000, 2.890000, 6.862000
1.800000, 3.240000, 7.148000
1.900000, 3.610000, 7.434000
2.000000, 4.000000, 7.720000
2.100000, 4.410000, 8.006000
2.200000, 4.840000, 8.292000
2.300000, 5.290000, 8.578000
2.400000, 5.760000, 8.864000
2.500000, 6.250000, 9.150000
2.600000, 6.760000, 9.436000
2.700000, 7.290000, 9.722000
2.800000, 7.840000, 10.008000
2.900000, 8.410000, 10.294000
3.000000, 9.000000, 10.580000
3.100000, 9.610000, 10.866000
3.200000, 10.240000, 11.152000
3.300000, 10.890000, 11.438000
3.400000, 11.560000, 11.724000
3.500000, 12.250000, 12.010000
3.600000, 12.960000, 12.296000
3.700000, 13.690000, 12.582000
3.800000, 14.440000, 12.868000
3.900000, 15.210000, 13.154000
4.000000, 16.000000, 13.440000
4.100000, 16.810000, 13.726000
4.200000, 17.640000, 14.012000
4.300000, 18.490000, 14.298000
4.400000, 19.360000, 14.584000
4.500000, 20.250000, 14.870000
4.600000, 21.160000, 15.156000
4.700000, 22.090000, 15.442000
4.800000, 23.040000, 15.728000
4.900000, 24.010000, 16.014000
5.000000, 25.000000, 16.300000
